,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
45069,52,technician,married,secondary,no,371,yes,yes,cellular,21,oct,453,1,183,3,success,yes
493,55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no
12009,45,management,married,tertiary,no,655,no,no,unknown,20,jun,693,3,-1,0,unknown,yes
500,46,admin.,married,primary,no,276,yes,yes,unknown,6,may,157,2,-1,0,unknown,no
730,49,blue-collar,married,primary,no,198,yes,no,unknown,6,may,200,2,-1,0,unknown,no
41982,81,retired,married,primary,no,243,no,no,cellular,27,oct,131,1,-1,0,unknown,yes
42981,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,yes
3100,41,blue-collar,married,primary,no,574,yes,no,unknown,14,may,449,2,-1,0,unknown,no
37651,44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,0,unknown,yes
44030,33,management,single,tertiary,no,718,yes,no,cellular,29,jun,271,1,84,3,success,yes
29499,56,management,married,primary,no,0,no,no,cellular,3,feb,996,1,-1,0,unknown,yes
1193,35,management,divorced,tertiary,no,3837,yes,no,unknown,8,may,1084,1,-1,0,unknown,yes
43951,52,blue-collar,married,secondary,no,955,no,yes,cellular,17,jun,301,2,134,4,success,yes
2613,51,management,married,tertiary,no,1212,yes,no,unknown,13,may,184,1,-1,0,unknown,no
9381,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
5298,31,management,married,tertiary,no,5889,yes,no,unknown,23,may,237,1,-1,0,unknown,no
37993,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
44299,33,management,single,tertiary,no,373,no,yes,cellular,27,jul,267,1,180,4,failure,yes
1163,32,admin.,single,secondary,no,89,yes,yes,unknown,8,may,308,3,-1,0,unknown,no
2586,53,blue-collar,married,secondary,no,1570,yes,no,unknown,13,may,29,1,-1,0,unknown,no
1936,47,management,divorced,tertiary,no,84,yes,no,unknown,9,may,229,5,-1,0,unknown,no
4033,56,blue-collar,married,unknown,no,22,yes,no,unknown,16,may,103,7,-1,0,unknown,no
31250,33,management,married,tertiary,no,250,no,no,cellular,4,mar,377,6,-1,0,unknown,yes
1660,38,blue-collar,single,secondary,no,57,yes,no,unknown,9,may,21,1,-1,0,unknown,no
2127,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,-1,0,unknown,no
1618,28,technician,single,secondary,no,-9,yes,yes,unknown,9,may,175,5,-1,0,unknown,no
3827,43,management,married,secondary,no,452,yes,no,unknown,16,may,107,2,-1,0,unknown,no
2704,33,blue-collar,divorced,secondary,no,-238,yes,no,unknown,13,may,73,2,-1,0,unknown,no
39978,31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,yes
44510,61,retired,married,secondary,no,1853,no,no,telephone,10,aug,520,1,181,2,success,yes
1949,30,admin.,single,tertiary,no,-396,yes,no,unknown,9,may,89,2,-1,0,unknown,no
4761,39,blue-collar,married,unknown,no,1096,no,no,unknown,20,may,246,3,-1,0,unknown,no
5262,31,blue-collar,married,secondary,no,873,yes,no,unknown,23,may,145,4,-1,0,unknown,no
4998,35,management,single,tertiary,no,71,yes,no,unknown,21,may,836,12,-1,0,unknown,no
1869,31,services,married,secondary,no,1129,yes,no,unknown,9,may,231,2,-1,0,unknown,no
27541,35,admin.,divorced,secondary,no,3636,no,yes,cellular,21,nov,808,2,-1,0,unknown,yes
40824,42,technician,married,secondary,no,994,yes,no,cellular,11,aug,149,1,78,5,failure,yes
20856,30,technician,single,tertiary,no,635,no,no,cellular,13,aug,851,8,-1,0,unknown,yes
1554,42,self-employed,married,secondary,no,106,yes,no,unknown,8,may,515,3,-1,0,unknown,no
2653,55,management,married,secondary,no,0,yes,no,unknown,13,may,309,2,-1,0,unknown,no
386,57,technician,married,unknown,no,345,yes,no,unknown,6,may,125,1,-1,0,unknown,no
4416,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,20,may,1205,1,-1,0,unknown,yes
3429,46,blue-collar,married,primary,no,252,yes,no,unknown,15,may,570,2,-1,0,unknown,no
1205,26,technician,single,secondary,no,2087,no,no,unknown,8,may,151,1,-1,0,unknown,no
4606,37,entrepreneur,married,tertiary,no,4798,yes,no,unknown,20,may,156,2,-1,0,unknown,no
5201,32,management,single,tertiary,no,1169,yes,no,unknown,21,may,322,2,-1,0,unknown,no
1627,45,admin.,married,secondary,no,180,yes,no,unknown,9,may,218,1,-1,0,unknown,no
31264,53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,yes
34073,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
3889,32,entrepreneur,single,tertiary,no,1,yes,yes,unknown,16,may,411,2,-1,0,unknown,no
16881,49,blue-collar,single,primary,no,566,yes,no,cellular,25,jul,979,2,-1,0,unknown,yes
4437,34,blue-collar,married,secondary,no,4622,yes,yes,unknown,20,may,217,1,-1,0,unknown,no
33870,45,management,married,tertiary,no,242,no,no,cellular,30,apr,587,1,-1,0,unknown,yes
2525,40,management,married,tertiary,no,373,yes,yes,unknown,13,may,518,1,-1,0,unknown,no
1190,33,blue-collar,divorced,primary,no,176,yes,no,unknown,8,may,622,1,-1,0,unknown,no
44132,66,retired,divorced,unknown,no,53,no,no,cellular,12,jul,562,4,-1,0,unknown,yes
27441,59,unemployed,single,primary,no,7724,no,no,cellular,21,nov,373,3,-1,0,unknown,yes
41554,73,retired,married,unknown,no,739,no,no,cellular,11,sep,210,1,-1,0,unknown,yes
13541,39,services,divorced,secondary,no,687,yes,no,cellular,9,jul,869,1,-1,0,unknown,yes
43564,30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,1,-1,0,unknown,yes
578,53,blue-collar,married,primary,no,25,yes,no,unknown,6,may,266,3,-1,0,unknown,no
855,47,admin.,single,secondary,no,594,yes,no,unknown,7,may,161,1,-1,0,unknown,no
4681,40,self-employed,married,secondary,no,311,yes,no,unknown,20,may,723,2,-1,0,unknown,no
4829,33,blue-collar,single,secondary,no,17,yes,no,unknown,21,may,288,1,-1,0,unknown,no
29844,57,admin.,married,secondary,no,4391,no,no,telephone,4,feb,1416,1,-1,0,unknown,yes
26872,33,services,married,secondary,no,2918,no,yes,cellular,20,nov,1059,2,-1,0,unknown,yes
16067,41,management,divorced,unknown,no,465,yes,no,cellular,22,jul,1508,1,-1,0,unknown,yes
21851,53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes
4906,31,technician,married,tertiary,no,4315,yes,no,unknown,21,may,359,1,-1,0,unknown,no
9647,28,blue-collar,married,secondary,no,2788,yes,no,unknown,6,jun,369,2,-1,0,unknown,yes
41407,44,technician,single,tertiary,no,2033,no,no,cellular,3,sep,444,1,99,1,failure,yes
2957,55,self-employed,single,secondary,no,2607,yes,no,unknown,14,may,38,1,-1,0,unknown,no
4222,51,management,single,tertiary,no,824,no,no,unknown,19,may,102,2,-1,0,unknown,no
5052,32,services,single,secondary,no,-198,yes,no,unknown,21,may,681,3,-1,0,unknown,yes
264,41,entrepreneur,married,primary,no,236,yes,no,unknown,5,may,151,1,-1,0,unknown,no
3138,52,services,married,secondary,no,989,yes,no,unknown,14,may,260,2,-1,0,unknown,no
34337,63,management,married,unknown,no,2352,no,no,telephone,4,may,475,7,-1,0,unknown,yes
41220,61,admin.,married,secondary,no,1046,yes,no,cellular,21,aug,158,1,-1,0,unknown,yes
8014,39,management,married,tertiary,no,2763,yes,no,unknown,2,jun,526,2,-1,0,unknown,yes
43591,25,student,single,secondary,no,108,no,no,cellular,29,apr,305,3,-1,0,unknown,yes
26508,43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,1490,3,-1,0,unknown,yes
605,39,blue-collar,married,secondary,no,285,yes,yes,unknown,6,may,209,1,-1,0,unknown,no
15703,32,services,married,primary,no,228,yes,no,cellular,21,jul,1017,6,-1,0,unknown,yes
44635,37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success,yes
2440,33,technician,single,tertiary,no,989,yes,yes,unknown,13,may,232,3,-1,0,unknown,no
12998,31,blue-collar,single,secondary,no,726,no,no,cellular,7,jul,719,2,-1,0,unknown,yes
24124,56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes
40200,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,yes
7590,38,technician,married,secondary,no,226,yes,no,unknown,30,may,762,3,-1,0,unknown,yes
3468,55,technician,married,secondary,no,741,yes,no,unknown,15,may,973,2,-1,0,unknown,no
1945,29,admin.,single,secondary,no,43,yes,no,unknown,9,may,179,2,-1,0,unknown,no
42275,58,services,divorced,secondary,no,462,no,no,cellular,13,nov,495,1,93,1,success,yes
1300,41,management,divorced,tertiary,no,47,yes,no,unknown,8,may,160,1,-1,0,unknown,no
1983,32,blue-collar,married,primary,no,-89,yes,no,unknown,9,may,389,2,-1,0,unknown,no
4871,30,entrepreneur,married,primary,no,-98,yes,no,unknown,21,may,166,7,-1,0,unknown,no
3947,33,blue-collar,single,secondary,no,371,yes,no,unknown,16,may,1128,3,-1,0,unknown,no
2452,46,blue-collar,married,secondary,no,1934,yes,no,unknown,13,may,20,1,-1,0,unknown,no
2979,45,technician,married,primary,no,718,yes,no,unknown,14,may,135,1,-1,0,unknown,no
2448,52,services,married,secondary,no,3241,yes,no,unknown,13,may,105,1,-1,0,unknown,no
363,48,admin.,married,secondary,no,126,yes,yes,unknown,6,may,379,2,-1,0,unknown,no
2266,40,management,single,tertiary,no,867,yes,yes,unknown,12,may,145,4,-1,0,unknown,no
4008,55,unknown,married,tertiary,no,0,no,no,unknown,16,may,409,3,-1,0,unknown,no
4750,38,unknown,married,unknown,no,124,yes,no,unknown,20,may,37,13,-1,0,unknown,no
44352,35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,yes
43291,74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
4051,47,blue-collar,single,secondary,no,15,yes,no,unknown,19,may,62,2,-1,0,unknown,no
3306,51,management,single,tertiary,no,6510,no,no,unknown,15,may,30,1,-1,0,unknown,no
1754,27,services,single,secondary,no,4,yes,yes,unknown,9,may,490,1,-1,0,unknown,no
3561,42,blue-collar,married,primary,no,1320,no,no,unknown,15,may,301,4,-1,0,unknown,no
2666,31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,no
40705,33,unemployed,married,secondary,no,1211,no,no,cellular,7,aug,456,1,-1,0,unknown,yes
39412,26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,yes
4130,45,blue-collar,married,primary,no,970,yes,no,unknown,19,may,208,5,-1,0,unknown,no
2512,45,blue-collar,married,secondary,no,8680,yes,no,unknown,13,may,503,1,-1,0,unknown,no
40670,40,management,married,tertiary,no,0,no,no,cellular,6,aug,131,2,98,6,success,yes
2294,36,blue-collar,single,secondary,no,90,yes,no,unknown,12,may,13,5,-1,0,unknown,no
31399,34,management,single,tertiary,no,212,no,no,cellular,25,mar,278,8,-1,0,unknown,yes
45201,53,management,married,tertiary,no,583,no,no,cellular,17,nov,226,1,184,4,success,yes
271,40,blue-collar,divorced,primary,no,0,yes,no,unknown,5,may,962,1,-1,0,unknown,no
2888,53,retired,married,primary,no,383,yes,no,unknown,14,may,171,1,-1,0,unknown,no
37158,34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,-1,0,unknown,yes
4774,32,technician,married,secondary,no,641,yes,no,unknown,21,may,336,1,-1,0,unknown,no
33509,33,blue-collar,married,secondary,no,-267,yes,no,cellular,20,apr,1030,3,-1,0,unknown,yes
165,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no
9961,58,blue-collar,married,secondary,no,25,no,no,unknown,9,jun,486,3,-1,0,unknown,yes
4668,31,unemployed,married,primary,no,-63,yes,no,unknown,20,may,657,1,-1,0,unknown,no
32167,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,1038,2,-1,0,unknown,yes
2763,27,blue-collar,single,secondary,no,14,no,no,unknown,14,may,72,2,-1,0,unknown,no
3266,46,blue-collar,married,secondary,no,1004,yes,no,unknown,15,may,34,1,-1,0,unknown,no
1923,29,admin.,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown,no
3322,53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,no
362,27,services,married,secondary,no,8,yes,no,unknown,6,may,88,3,-1,0,unknown,no
40277,31,student,single,secondary,no,1776,no,no,cellular,15,jun,220,1,207,1,other,yes
5042,30,services,married,secondary,no,702,yes,no,unknown,21,may,573,1,-1,0,unknown,no
40056,42,admin.,single,secondary,no,684,no,no,cellular,4,jun,207,1,-1,0,unknown,yes
41885,76,housemaid,divorced,primary,no,1411,no,no,telephone,19,oct,233,2,187,3,success,yes
3192,42,admin.,married,secondary,no,2918,yes,no,unknown,15,may,349,2,-1,0,unknown,no
44464,22,student,single,secondary,no,216,no,no,cellular,6,aug,178,1,179,2,success,yes
28239,32,technician,single,secondary,no,540,no,yes,cellular,29,jan,750,1,-1,0,unknown,yes
44757,48,technician,married,primary,no,235,no,no,cellular,9,sep,386,2,191,3,success,yes
850,36,services,single,secondary,no,342,yes,no,unknown,7,may,142,1,-1,0,unknown,no
13944,25,blue-collar,single,primary,no,2483,no,no,cellular,10,jul,1499,3,-1,0,unknown,yes
16042,41,technician,single,tertiary,no,145,no,no,cellular,22,jul,1833,2,-1,0,unknown,yes
2922,41,blue-collar,married,primary,no,2097,yes,no,unknown,14,may,160,1,-1,0,unknown,no
43000,42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes
62,57,blue-collar,married,primary,no,249,yes,no,unknown,5,may,164,1,-1,0,unknown,no
43779,25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,yes
33820,24,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,1,-1,0,unknown,yes
14817,27,management,single,tertiary,no,151,yes,no,cellular,16,jul,496,1,-1,0,unknown,yes
78,49,services,divorced,secondary,no,0,yes,yes,unknown,5,may,272,1,-1,0,unknown,no
382,40,management,married,secondary,no,8486,no,no,unknown,6,may,260,3,-1,0,unknown,no
5232,32,technician,married,secondary,no,587,yes,no,unknown,23,may,203,1,-1,0,unknown,no
35845,36,technician,single,tertiary,no,962,yes,no,cellular,8,may,568,1,-1,0,unknown,yes
5155,36,blue-collar,married,primary,no,0,yes,no,unknown,21,may,59,2,-1,0,unknown,no
300,42,blue-collar,married,unknown,no,408,yes,no,unknown,5,may,107,2,-1,0,unknown,no
2239,24,blue-collar,married,secondary,no,94,yes,no,unknown,12,may,166,2,-1,0,unknown,no
5000,32,management,single,tertiary,no,728,yes,no,unknown,21,may,125,1,-1,0,unknown,no
3137,41,admin.,married,secondary,no,1794,yes,no,unknown,14,may,135,2,-1,0,unknown,no
40199,46,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148,2,101,1,success,yes
616,31,blue-collar,single,tertiary,no,60,yes,yes,unknown,6,may,389,1,-1,0,unknown,no
3492,56,blue-collar,single,primary,no,739,yes,no,unknown,15,may,95,1,-1,0,unknown,no
883,38,blue-collar,married,primary,no,83,yes,no,unknown,7,may,140,2,-1,0,unknown,no
2976,50,blue-collar,married,secondary,no,2087,yes,no,unknown,14,may,371,1,-1,0,unknown,no
1874,33,blue-collar,single,primary,no,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
4349,28,blue-collar,married,secondary,no,224,yes,no,unknown,19,may,571,5,-1,0,unknown,no
5453,32,management,married,tertiary,no,1522,yes,no,unknown,23,may,302,3,-1,0,unknown,no
42242,32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,yes
40984,56,management,married,tertiary,no,616,no,no,cellular,13,aug,293,2,105,2,success,yes
5334,41,retired,married,secondary,no,287,no,no,unknown,23,may,236,2,-1,0,unknown,no
39616,38,management,married,unknown,no,3576,no,no,cellular,26,may,579,1,-1,0,unknown,yes
3400,30,technician,married,tertiary,no,-256,yes,no,unknown,15,may,51,5,-1,0,unknown,no
39351,35,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,3,failure,yes
38814,40,admin.,single,secondary,no,2040,yes,no,cellular,18,may,906,2,350,2,failure,yes
3441,46,blue-collar,married,secondary,no,536,yes,no,unknown,15,may,164,2,-1,0,unknown,no
31149,71,retired,married,tertiary,no,653,no,no,telephone,26,feb,367,1,-1,0,unknown,yes
21781,33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes
44056,32,management,single,tertiary,no,12569,no,no,cellular,1,jul,561,2,295,2,success,yes
253,33,technician,divorced,secondary,no,140,yes,no,unknown,5,may,227,1,-1,0,unknown,no
5322,34,blue-collar,married,primary,no,571,yes,no,unknown,23,may,202,2,-1,0,unknown,no
31366,32,admin.,single,tertiary,no,8866,no,no,cellular,18,mar,278,2,-1,0,unknown,yes
2818,52,blue-collar,single,secondary,no,1541,yes,no,unknown,14,may,243,1,-1,0,unknown,no
34152,35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,-1,0,unknown,yes
4543,37,housemaid,single,secondary,no,2042,yes,no,unknown,20,may,485,1,-1,0,unknown,no
29846,31,self-employed,married,tertiary,no,168,no,no,cellular,4,feb,193,2,-1,0,unknown,yes
43434,36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,1,-1,0,unknown,yes
40086,31,unemployed,married,secondary,no,6,no,no,cellular,4,jun,121,4,-1,0,unknown,yes
3790,30,technician,single,secondary,no,677,yes,no,unknown,16,may,241,1,-1,0,unknown,no
1442,26,blue-collar,single,secondary,no,-132,no,no,unknown,8,may,12,1,-1,0,unknown,no
1751,31,unemployed,married,primary,no,213,yes,no,unknown,9,may,479,2,-1,0,unknown,no
24173,31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,yes
44391,56,services,married,secondary,no,1989,no,no,cellular,3,aug,279,4,181,4,success,yes
5203,33,blue-collar,married,primary,no,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no
17031,51,unemployed,married,primary,no,1162,yes,no,cellular,25,jul,2015,1,-1,0,unknown,yes
4029,45,admin.,married,secondary,no,-183,yes,no,unknown,16,may,215,3,-1,0,unknown,no
3687,27,student,single,tertiary,no,66,yes,no,unknown,16,may,456,1,-1,0,unknown,no
668,60,self-employed,married,primary,no,46,yes,no,unknown,6,may,202,4,-1,0,unknown,no
2871,44,services,single,secondary,no,0,yes,no,unknown,14,may,198,1,-1,0,unknown,no
3184,40,services,married,secondary,no,581,yes,no,unknown,15,may,1013,3,-1,0,unknown,no
2208,23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,unknown,no
5236,35,blue-collar,married,primary,no,994,yes,no,unknown,23,may,1349,8,-1,0,unknown,yes
44517,60,technician,married,secondary,no,116,no,no,cellular,11,aug,329,2,181,8,success,yes
33271,46,blue-collar,married,secondary,no,1147,yes,no,cellular,20,apr,720,1,-1,0,unknown,yes
2750,46,retired,married,primary,no,1374,no,yes,unknown,14,may,22,3,-1,0,unknown,no
1889,37,blue-collar,divorced,secondary,no,-175,yes,no,unknown,9,may,182,1,-1,0,unknown,no
13927,47,services,married,secondary,no,367,yes,no,cellular,10,jul,476,4,-1,0,unknown,yes
3756,29,services,single,secondary,no,-142,yes,no,unknown,16,may,140,1,-1,0,unknown,no
1718,22,student,single,secondary,no,2412,yes,no,unknown,9,may,238,2,-1,0,unknown,no
982,33,entrepreneur,divorced,tertiary,no,188,yes,no,unknown,7,may,118,3,-1,0,unknown,no
3309,44,management,married,tertiary,no,2400,yes,no,unknown,15,may,74,1,-1,0,unknown,no
2215,48,blue-collar,married,secondary,no,684,yes,yes,unknown,12,may,139,1,-1,0,unknown,no
2206,29,admin.,married,primary,no,624,yes,no,unknown,12,may,246,1,-1,0,unknown,no
40205,34,technician,married,secondary,no,294,yes,no,cellular,8,jun,301,3,-1,0,unknown,yes
43764,47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
43902,30,blue-collar,single,secondary,no,799,no,no,unknown,13,jun,674,1,-1,0,unknown,yes
4936,37,blue-collar,single,secondary,no,2032,yes,no,unknown,21,may,158,2,-1,0,unknown,no
33832,51,admin.,single,secondary,no,726,yes,no,cellular,27,apr,89,8,-1,0,unknown,yes
1654,41,technician,single,secondary,no,-320,yes,no,unknown,9,may,128,1,-1,0,unknown,no
2421,29,self-employed,single,tertiary,no,-114,yes,no,unknown,13,may,174,1,-1,0,unknown,no
10947,56,management,divorced,tertiary,no,4266,yes,no,unknown,17,jun,490,4,-1,0,unknown,yes
1017,39,admin.,married,secondary,no,367,yes,no,unknown,7,may,106,1,-1,0,unknown,no
2419,34,management,married,tertiary,no,1557,yes,yes,unknown,13,may,213,1,-1,0,unknown,no
43151,66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
17110,30,management,married,tertiary,no,1221,yes,no,telephone,25,jul,279,4,-1,0,unknown,yes
33867,46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
